timestamp	step	status	detail
2026-06-25T08:34:00Z	lattice_sensitivity	done	log effectbench_omega/jobs/stage3_canonical_guard_v2_main_with_base_20260625T082959Z/logs/lattice_sensitivity.log
2026-06-25T08:34:00Z	bootstrap	running	.venv/bin/python effectbench_omega/effectbench/metrics/bootstrap.py --certificates effectbench_omega/outputs/guard_v2_main_with_base_all_local/kernel_canonical/certificates_enumerated.parquet --group-by task_id model seed family --methods paired_bootstrap task_cluster hierarchical --out effectbench_omega/tables/uncertainty_guard_v2_main_with_base_all_local_canonical.csv --n-bootstrap 2000 --seed 13 --systems BASE PROJ_GUARD_V2 EFFECTGUARD_V2
2026-06-25T08:34:14Z	bootstrap	done	log effectbench_omega/jobs/stage3_canonical_guard_v2_main_with_base_20260625T082959Z/logs/bootstrap.log
2026-06-25T08:34:14Z	guard_tie	running	.venv/bin/python effectbench_omega/effectbench/audit/guard_tie.py --traces effectbench_omega/outputs/guard_v2_main_with_base_all_local/traces.parquet --certificates effectbench_omega/outputs/guard_v2_main_with_base_all_local/kernel_canonical/certificates_enumerated.parquet --systems PROJ_GUARD_V2 EFFECTGUARD_V2 --out effectbench_omega/tables/guard_tie_guard_v2_main_with_base_all_local_canonical.csv --details-out effectbench_omega/tables/guard_tie_guard_v2_main_with_base_all_local_canonical_details.csv
2026-06-25T08:34:38Z	guard_tie	done	log effectbench_omega/jobs/stage3_canonical_guard_v2_main_with_base_20260625T082959Z/logs/guard_tie.log
2026-06-25T08:34:38Z	replay_bundles	running	.venv/bin/python effectbench_omega/effectbench/audit/replay_bundles.py --certificates effectbench_omega/outputs/guard_v2_main_with_base_all_local/kernel_canonical/certificates_enumerated.parquet --traces effectbench_omega/outputs/guard_v2_main_with_base_all_local/traces.parquet --sample strict_excess=100 minimal=60 incomparable=60 necessary_high=30 --out effectbench_omega/witness_bundles/guard_v2_main_with_base_all_local_canonical
2026-06-25T08:34:50Z	replay_bundles	done	log effectbench_omega/jobs/stage3_canonical_guard_v2_main_with_base_20260625T082959Z/logs/replay_bundles.log
2026-06-25T08:34:50Z	replay_certificates	running	.venv/bin/python effectbench_omega/effectbench/audit/replay_certificates.py --bundle-dir effectbench_omega/witness_bundles/guard_v2_main_with_base_all_local_canonical --out effectbench_omega/reports/certificate_replay_guard_v2_main_with_base_all_local_canonical.md --strict
2026-06-25T08:35:01Z	replay_certificates	done	log effectbench_omega/jobs/stage3_canonical_guard_v2_main_with_base_20260625T082959Z/logs/replay_certificates.log
2026-06-25T08:35:01Z	cost_audit	running	.venv/bin/python effectbench_omega/effectbench/metrics/cost_audit.py --logs effectbench_omega/outputs/guard_v2_main_with_base_all_local/api_logs.jsonl --out effectbench_omega/reports/guard_v2_main_with_base_all_local_canonical_cost.md --final
2026-06-25T08:35:13Z	cost_audit	done	log effectbench_omega/jobs/stage3_canonical_guard_v2_main_with_base_20260625T082959Z/logs/cost_audit.log
2026-06-25T08:35:13Z	aggregate	running	.venv/bin/python effectbench_omega/effectbench/metrics/aggregate.py --main-certificates effectbench_omega/outputs/guard_v2_main_with_base_all_local/kernel_canonical/certificates_enumerated.parquet --projection-loss effectbench_omega/tables/projection_loss_guard_v2_main_with_base_all_local_canonical.csv --cost-logs effectbench_omega/outputs/guard_v2_main_with_base_all_local/api_logs.jsonl --out-tables effectbench_omega/tables/guard_v2_main_with_base_all_local_canonical --out-figures effectbench_omega/figures/guard_v2_main_with_base_all_local_canonical --claim-registry effectbench_omega/metrics/claim_registry_guard_v2_main_with_base_all_local_canonical.csv
2026-06-25T08:35:26Z	aggregate	done	log effectbench_omega/jobs/stage3_canonical_guard_v2_main_with_base_20260625T082959Z/logs/aggregate.log
2026-06-25T08:35:26Z	no_oracle_pytest	running	.venv/bin/python -m pytest -q effectbench_omega/tests/no_oracle
2026-06-25T08:35:38Z	no_oracle_pytest	done	log effectbench_omega/jobs/stage3_canonical_guard_v2_main_with_base_20260625T082959Z/logs/no_oracle_pytest.log
2026-06-25T08:35:38Z	stage3	done	offline suite complete for guard_v2_main_with_base_all_local; certificates=effectbench_omega/outputs/guard_v2_main_with_base_all_local/kernel_canonical/certificates_enumerated.parquet
