timestamp	model	status	detail
2026-06-24T14:43:35Z	qwen3_6_35b_a3b_local	v2_smoke_done	summary effectbench_omega/jobs/stage3_v2_smoke_20260624T143808Z/summaries/qwen3_6_35b_a3b_local_v2_smoke.json
2026-06-24T14:43:42Z	qwen3_6_35b_a3b_local	running_qwen_repair_sensitivity	rerunning 168 same-prompt affected Qwen rows
2026-06-24T14:47:15Z	qwen3_6_35b_a3b_local	qwen_repair_sensitivity_done	rerun output effectbench_omega/outputs/qwen_repair_sensitivity_rerun
2026-06-24T14:47:15Z	qwen3_6_35b_a3b_local	stopping_server	stopping vLLM before next model
2026-06-24T14:47:20Z	llama3_3_70b_awq_local	launching	starting vLLM with TP=4 on GPUs 0,1,2,3; log effectbench_omega/jobs/stage3_v2_smoke_20260624T143808Z/logs/llama3_3_70b_awq_local_vllm.log
2026-06-24T14:47:31Z	llama3_3_70b_awq_local	loading	waited 10s for vLLM
2026-06-24T14:47:41Z	llama3_3_70b_awq_local	loading	waited 20s for vLLM
2026-06-24T14:47:51Z	llama3_3_70b_awq_local	loading	waited 30s for vLLM
2026-06-24T14:48:01Z	llama3_3_70b_awq_local	loading	waited 40s for vLLM
2026-06-24T14:48:11Z	llama3_3_70b_awq_local	loading	waited 50s for vLLM
2026-06-24T14:48:21Z	llama3_3_70b_awq_local	loading	waited 60s for vLLM
2026-06-24T14:48:31Z	llama3_3_70b_awq_local	loading	waited 70s for vLLM
2026-06-24T14:48:41Z	llama3_3_70b_awq_local	loading	waited 80s for vLLM
2026-06-24T14:48:51Z	llama3_3_70b_awq_local	loading	waited 90s for vLLM
2026-06-24T14:48:51Z	llama3_3_70b_awq_local	server_ready	vLLM ready on http://localhost:8001/v1; TP=4; CUDA_VISIBLE_DEVICES=0,1,2,3
2026-06-24T14:48:51Z	llama3_3_70b_awq_local	endpoint_smoke	health smoke against http://localhost:8001/v1
2026-06-24T14:48:59Z	llama3_3_70b_awq_local	running_v2_smoke	writing 14 V2 smoke trajectories to effectbench_omega/outputs/stage3_v2_smoke_llama3_3_70b_awq_local
2026-06-24T14:51:37Z	llama3_3_70b_awq_local	v2_smoke_done	summary effectbench_omega/jobs/stage3_v2_smoke_20260624T143808Z/summaries/llama3_3_70b_awq_local_v2_smoke.json
2026-06-24T14:51:37Z	llama3_3_70b_awq_local	stopping_server	stopping vLLM before next model
2026-06-24T14:51:42Z	gemma3_27b_it_local	launching	starting vLLM with TP=4 on GPUs 0,1,2,3; log effectbench_omega/jobs/stage3_v2_smoke_20260624T143808Z/logs/gemma3_27b_it_local_vllm.log
2026-06-24T14:51:52Z	gemma3_27b_it_local	loading	waited 10s for vLLM
2026-06-24T14:52:02Z	gemma3_27b_it_local	loading	waited 20s for vLLM
2026-06-24T14:52:12Z	gemma3_27b_it_local	loading	waited 30s for vLLM
2026-06-24T14:52:22Z	gemma3_27b_it_local	loading	waited 40s for vLLM
2026-06-24T14:52:32Z	gemma3_27b_it_local	loading	waited 50s for vLLM
2026-06-24T14:52:42Z	gemma3_27b_it_local	loading	waited 60s for vLLM
2026-06-24T14:52:52Z	gemma3_27b_it_local	loading	waited 70s for vLLM
2026-06-24T14:53:02Z	gemma3_27b_it_local	loading	waited 80s for vLLM
2026-06-24T14:53:12Z	gemma3_27b_it_local	loading	waited 90s for vLLM
2026-06-24T14:53:22Z	gemma3_27b_it_local	loading	waited 100s for vLLM
2026-06-24T14:53:32Z	gemma3_27b_it_local	loading	waited 110s for vLLM
2026-06-24T14:53:42Z	gemma3_27b_it_local	loading	waited 120s for vLLM
2026-06-24T14:53:52Z	gemma3_27b_it_local	loading	waited 130s for vLLM
2026-06-24T14:53:52Z	gemma3_27b_it_local	server_ready	vLLM ready on http://localhost:8001/v1; TP=4; CUDA_VISIBLE_DEVICES=0,1,2,3
2026-06-24T14:53:52Z	gemma3_27b_it_local	endpoint_smoke	health smoke against http://localhost:8001/v1
2026-06-24T14:54:00Z	gemma3_27b_it_local	running_v2_smoke	writing 14 V2 smoke trajectories to effectbench_omega/outputs/stage3_v2_smoke_gemma3_27b_it_local
2026-06-24T14:55:00Z	gemma3_27b_it_local	v2_smoke_done	summary effectbench_omega/jobs/stage3_v2_smoke_20260624T143808Z/summaries/gemma3_27b_it_local_v2_smoke.json
2026-06-24T14:55:00Z	gemma3_27b_it_local	stopping_server	stopping vLLM before next model
2026-06-24T14:55:05Z	qwen_repair	reporting	building merged sensitivity split and report
2026-06-24T14:57:11Z	queue	done	Stage 3 V2 smoke queue complete
