bundle_id,stratum,task_id,family,regime
52a6bda9c7d19959,strict_excess,delegated_docs_001:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
b69e909bf1d8622d,strict_excess,delegated_docs_001:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
a75db903fdd4af7c,strict_excess,delegated_docs_001:REVISE:s13,delegated_docs,REVISE
6c78ddb9b53db39a,strict_excess,delegated_docs_001:REVISE:s13,delegated_docs,REVISE
1390ddfffbd82dba,strict_excess,delegated_docs_001:REVISE:s47,delegated_docs,REVISE
48314d7cf7c16792,strict_excess,delegated_docs_001:REVISE:s47,delegated_docs,REVISE
7b20b3153a67111e,strict_excess,delegated_docs_001:SHARDED:s13,delegated_docs,SHARDED
1b897391870f297f,strict_excess,delegated_docs_001:SHARDED:s13,delegated_docs,SHARDED
aabfca617d0bf746,strict_excess,delegated_docs_001:SHARDED:s13,delegated_docs,SHARDED
4fb8ca85e55a35d7,strict_excess,delegated_docs_001:SHARDED:s13,delegated_docs,SHARDED
23cbb2ebeb19309f,strict_excess,delegated_docs_001:SHARDED:s13,delegated_docs,SHARDED
d97dd80d0a5fbae8,strict_excess,delegated_docs_001:SHARDED:s47,delegated_docs,SHARDED
ba4dfed499112d65,strict_excess,delegated_docs_001:SHARDED:s47,delegated_docs,SHARDED
de8097090a1a8c55,strict_excess,delegated_docs_001:SHARDED:s47,delegated_docs,SHARDED
7ada6d57edf85edf,strict_excess,delegated_docs_001:SHARDED:s47,delegated_docs,SHARDED
382c7933ceb12d2a,strict_excess,delegated_docs_001:SHARDED:s47,delegated_docs,SHARDED
f7e4754a393d248f,strict_excess,delegated_docs_001:SNOWBALL:s13,delegated_docs,SNOWBALL
6d083a045fa956ae,strict_excess,delegated_docs_001:SNOWBALL:s47,delegated_docs,SNOWBALL
dc392550b85031c4,strict_excess,delegated_docs_002:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
2d3f783ef8e37c5b,minimal,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
883a3eb53a87a49e,minimal,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
e48fdeb5caeb1385,minimal,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
4c5509b24d358d8f,minimal,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
4e28442e5a65d6c9,minimal,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
4348762d1c54d40b,minimal,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
dedb929b3fd7e61c,minimal,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
ab6e67323bbddf5b,minimal,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
cd798872b6a57484,minimal,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
dd9c9dd0e43dc428,minimal,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
baff69491a7924b0,minimal,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
e479022dc5ec60ab,minimal,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
b0f5621f5c2bc0a9,minimal,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
402d605c6a76a4da,minimal,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
0e9b4a7859a78ad8,minimal,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
4b66facee7ca14b2,minimal,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
7a2af8ca59d08df7,minimal,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
881eadb8e6865b06,minimal,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
82451d47b3e47466,minimal,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
4fc2ac5ed60bb0fd,minimal,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
914847a4ddb50e4a,minimal,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
ab3c79b3aa9f62fb,minimal,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
7b17e2e3b76d1fe0,minimal,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
44c765c64eb65173,minimal,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
77113a85c69b3019,minimal,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
c5d5801f5c8df502,minimal,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
115162ff9a878331,minimal,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
ec76116a06ed8b62,minimal,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
ab4cbb0892eec32b,minimal,delegated_docs_000:CONCAT:s13,delegated_docs,CONCAT
57e891450106047d,minimal,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
cb39fd8401b3be2e,minimal,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
6e9c3fed657b3a6a,minimal,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
9d5642e92ae93f48,minimal,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
1d1c2ad708c045a7,minimal,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
9f65a707c36656d8,minimal,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
e56cd73b9f478856,minimal,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
abe90a9248d37e89,minimal,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
e01720578f29287a,minimal,delegated_docs_000:CONCAT:s47,delegated_docs,CONCAT
a446da40358abce2,minimal,delegated_docs_000:FULL:s13,delegated_docs,FULL
514b67f259960668,minimal,delegated_docs_000:FULL:s13,delegated_docs,FULL
5c67b2b092666c52,minimal,delegated_docs_000:FULL:s13,delegated_docs,FULL
c8e33acf7f438b76,minimal,delegated_docs_000:FULL:s13,delegated_docs,FULL
010dfb30e3abfd94,minimal,delegated_docs_000:FULL:s13,delegated_docs,FULL
2ad6807b9394df7f,minimal,delegated_docs_000:FULL:s13,delegated_docs,FULL
6034e459f52de062,minimal,delegated_docs_000:FULL:s13,delegated_docs,FULL
18e993245b4adcdf,minimal,delegated_docs_000:FULL:s13,delegated_docs,FULL
49ed1eaeb0f00445,minimal,delegated_docs_000:FULL:s13,delegated_docs,FULL
a2bc952132d411e8,minimal,delegated_docs_000:FULL:s47,delegated_docs,FULL
a6c1dc04852e3247,minimal,delegated_docs_000:FULL:s47,delegated_docs,FULL
a325afa1cec204d2,minimal,delegated_docs_000:FULL:s47,delegated_docs,FULL
8fc4b7175d48dc9d,minimal,delegated_docs_000:FULL:s47,delegated_docs,FULL
96d17ebfc21a0ebf,minimal,delegated_docs_000:FULL:s47,delegated_docs,FULL
9dfa0374058c3bb2,minimal,delegated_docs_000:FULL:s47,delegated_docs,FULL
11d7406d2e3e373e,minimal,delegated_docs_000:FULL:s47,delegated_docs,FULL
27e3f4af9543f25d,minimal,delegated_docs_000:FULL:s47,delegated_docs,FULL
c5285332639908dc,minimal,delegated_docs_000:FULL:s47,delegated_docs,FULL
f8506ca9ab79070d,minimal,delegated_docs_000:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
c6cec341b8e91b9b,minimal,delegated_docs_000:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
e68c7fd9d2183d38,minimal,delegated_docs_000:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
fa290e710142047f,minimal,delegated_docs_000:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
566bb0b6b6653a0d,minimal,delegated_docs_000:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
ff831139f2a7398d,minimal,delegated_docs_000:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
fcecf477254d4e20,minimal,delegated_docs_000:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
60c3ca6565ae4988,minimal,delegated_docs_000:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
d4414bd23cb2fbf6,minimal,delegated_docs_000:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
3d3a42e63bf3a3e2,minimal,delegated_docs_000:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
5ff6edf568e581c2,minimal,delegated_docs_000:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
378e21cb7630ef6e,minimal,delegated_docs_000:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
edd58eee4fbf895b,minimal,delegated_docs_000:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
14673c5aaece424c,minimal,delegated_docs_000:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
d20eb3ebd38dc95b,minimal,delegated_docs_000:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
c2279a226a920cc9,minimal,delegated_docs_000:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
199e32e011499024,minimal,delegated_docs_000:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
4606af229f4ec0c3,minimal,delegated_docs_000:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
db917507458b1f77,minimal,delegated_docs_000:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
e0533dd000164eab,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s13,stress_incomparable,ADV_EFFECT
9cd2fb7233361999,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s13,stress_incomparable,ADV_EFFECT
b4fc5d0a4ecd1d69,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s13,stress_incomparable,ADV_EFFECT
cf50589cf29fb7ba,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s13,stress_incomparable,ADV_EFFECT
a12019e1c03e9620,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s13,stress_incomparable,ADV_EFFECT
17246f63578859ea,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s13,stress_incomparable,ADV_EFFECT
b1e9a18ec9cdf669,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s13,stress_incomparable,ADV_EFFECT
e569f5eaf420aaaf,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s13,stress_incomparable,ADV_EFFECT
1b43939473a60a27,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s13,stress_incomparable,ADV_EFFECT
84746302e9077bc7,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s13,stress_incomparable,ADV_EFFECT
bd180c5be909df1c,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s13,stress_incomparable,ADV_EFFECT
f356add50a471137,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s13,stress_incomparable,ADV_EFFECT
127957eecb7b1c68,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s47,stress_incomparable,ADV_EFFECT
545cdf379b17c3f9,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s47,stress_incomparable,ADV_EFFECT
cc500681b2983e5e,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s47,stress_incomparable,ADV_EFFECT
1cccc0aa241aa045,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s47,stress_incomparable,ADV_EFFECT
e8fb60b578b3abb6,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s47,stress_incomparable,ADV_EFFECT
edf8ff37ebf4a9eb,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s47,stress_incomparable,ADV_EFFECT
8aa7e306bd0bdbfe,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s47,stress_incomparable,ADV_EFFECT
4f72a4ae62e58570,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s47,stress_incomparable,ADV_EFFECT
258ed646eec3c7a5,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s47,stress_incomparable,ADV_EFFECT
457684434418c6ae,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s47,stress_incomparable,ADV_EFFECT
17805a58ceb9a4d6,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s47,stress_incomparable,ADV_EFFECT
3e54c7f10409ba31,incomparable,incomparable_tradeoff_000:ADV_EFFECT:s47,stress_incomparable,ADV_EFFECT
12157a3666af2234,incomparable,incomparable_tradeoff_000:CONCAT:s13,stress_incomparable,CONCAT
7231d74d9dc29ed9,incomparable,incomparable_tradeoff_000:CONCAT:s13,stress_incomparable,CONCAT
0313f50878553a51,incomparable,incomparable_tradeoff_000:CONCAT:s13,stress_incomparable,CONCAT
4222a020b0abc435,incomparable,incomparable_tradeoff_000:CONCAT:s13,stress_incomparable,CONCAT
4f37c15e7cbc9cc3,incomparable,incomparable_tradeoff_000:CONCAT:s13,stress_incomparable,CONCAT
a400ccd12d3492b2,incomparable,incomparable_tradeoff_000:CONCAT:s13,stress_incomparable,CONCAT
26d9132c0da90606,incomparable,incomparable_tradeoff_000:CONCAT:s13,stress_incomparable,CONCAT
920c3b49828baf2d,incomparable,incomparable_tradeoff_000:CONCAT:s13,stress_incomparable,CONCAT
95ce7ad7722217ce,incomparable,incomparable_tradeoff_000:CONCAT:s13,stress_incomparable,CONCAT
db6936fc61cba41d,incomparable,incomparable_tradeoff_000:CONCAT:s13,stress_incomparable,CONCAT
5a02465cad0a11c0,incomparable,incomparable_tradeoff_000:CONCAT:s13,stress_incomparable,CONCAT
43ec75d08ce7fb2d,incomparable,incomparable_tradeoff_000:CONCAT:s13,stress_incomparable,CONCAT
4b58d67fbc701c57,incomparable,incomparable_tradeoff_000:CONCAT:s47,stress_incomparable,CONCAT
e53854b8a14227b7,incomparable,incomparable_tradeoff_000:CONCAT:s47,stress_incomparable,CONCAT
39e94074267b9945,incomparable,incomparable_tradeoff_000:CONCAT:s47,stress_incomparable,CONCAT
57146ada9e99973f,incomparable,incomparable_tradeoff_000:CONCAT:s47,stress_incomparable,CONCAT
c7d15f76f016a94e,incomparable,incomparable_tradeoff_000:CONCAT:s47,stress_incomparable,CONCAT
14341e3db9d3c7aa,incomparable,incomparable_tradeoff_000:CONCAT:s47,stress_incomparable,CONCAT
7f043059f9240cff,incomparable,incomparable_tradeoff_000:CONCAT:s47,stress_incomparable,CONCAT
92d96118508f4730,incomparable,incomparable_tradeoff_000:CONCAT:s47,stress_incomparable,CONCAT
9db94246f1fe1b9f,incomparable,incomparable_tradeoff_000:CONCAT:s47,stress_incomparable,CONCAT
5021d08e4e5314b1,incomparable,incomparable_tradeoff_000:CONCAT:s47,stress_incomparable,CONCAT
f28e7ba60732d053,incomparable,incomparable_tradeoff_000:CONCAT:s47,stress_incomparable,CONCAT
c24a3014c32c36ba,incomparable,incomparable_tradeoff_000:CONCAT:s47,stress_incomparable,CONCAT
60231b55d0c9920e,incomparable,incomparable_tradeoff_000:FULL:s13,stress_incomparable,FULL
9c4a4df6f2396d72,incomparable,incomparable_tradeoff_000:FULL:s13,stress_incomparable,FULL
41dfc3da41b30f15,projection_residual,delegated_docs_000:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
90d3c3f84b7efd65,projection_residual,delegated_docs_000:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
8a3e7373caa96ce3,projection_residual,delegated_docs_001:CONCAT:s13,delegated_docs,CONCAT
369be1e99cb132de,projection_residual,delegated_docs_001:CONCAT:s47,delegated_docs,CONCAT
a8c78293ee5d709e,projection_residual,delegated_docs_001:FULL:s13,delegated_docs,FULL
86f69b1a6cdb428b,projection_residual,delegated_docs_001:FULL:s47,delegated_docs,FULL
c76d7ae5c49acfcb,projection_residual,delegated_docs_001:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
7599eacbb6acbbfa,projection_residual,delegated_docs_001:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
f7afbb07be304d35,projection_residual,delegated_docs_001:REVISE:s13,delegated_docs,REVISE
afc38ff02da670bf,projection_residual,delegated_docs_001:REVISE:s47,delegated_docs,REVISE
45b2f76f9b23ee5f,projection_residual,delegated_docs_001:SHARDED:s13,delegated_docs,SHARDED
ac4b2daafe5adbe2,projection_residual,delegated_docs_001:SHARDED:s47,delegated_docs,SHARDED
22febfadd614315f,projection_residual,delegated_docs_002:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
83abfc33808d5dee,projection_residual,delegated_docs_002:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
12b3229f053e4e8c,projection_residual,delegated_docs_002:CONCAT:s13,delegated_docs,CONCAT
4797e01385faa29d,projection_residual,delegated_docs_002:CONCAT:s47,delegated_docs,CONCAT
a150f7d803799f81,projection_residual,delegated_docs_002:REVISE:s13,delegated_docs,REVISE
5c48655c9d3208e9,projection_residual,delegated_docs_002:REVISE:s47,delegated_docs,REVISE
2fb1ea83c9efe5c7,projection_residual,delegated_docs_003:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
ba7aecfd966f57ef,projection_residual,delegated_docs_003:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
056f30845f88b37c,projection_residual,delegated_docs_003:CONCAT:s13,delegated_docs,CONCAT
50aa3246d0c74fe2,projection_residual,delegated_docs_003:CONCAT:s13,delegated_docs,CONCAT
72fbabc12b1c3281,projection_residual,delegated_docs_003:CONCAT:s47,delegated_docs,CONCAT
fe5d22880a0c9b16,projection_residual,delegated_docs_003:CONCAT:s47,delegated_docs,CONCAT
c097418dd0211fe6,projection_residual,delegated_docs_003:FULL:s13,delegated_docs,FULL
5395def97588449c,projection_residual,delegated_docs_003:FULL:s47,delegated_docs,FULL
46eb431922183295,projection_residual,delegated_docs_003:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
b72f261fd3597955,projection_residual,delegated_docs_003:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
b018f293d126e9b9,projection_residual,delegated_docs_003:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
07de066b223a7c2a,projection_residual,delegated_docs_003:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
512920dc29b15e9a,projection_residual,delegated_docs_003:REVISE:s13,delegated_docs,REVISE
e98fc3cac73f24a4,projection_residual,delegated_docs_003:REVISE:s13,delegated_docs,REVISE
bbd3063398a54366,projection_residual,delegated_docs_003:REVISE:s47,delegated_docs,REVISE
c45c42c691800178,projection_residual,delegated_docs_003:REVISE:s47,delegated_docs,REVISE
cebd4b33e067ca55,projection_residual,delegated_docs_003:SHARDED:s13,delegated_docs,SHARDED
51f51ebff0ed0bfe,projection_residual,delegated_docs_003:SHARDED:s13,delegated_docs,SHARDED
6806fc3ab49aab7a,projection_residual,delegated_docs_003:SHARDED:s47,delegated_docs,SHARDED
80598d0c69d2fac2,projection_residual,delegated_docs_003:SHARDED:s47,delegated_docs,SHARDED
09e1c6c463a32906,projection_residual,delegated_docs_003:SNOWBALL:s13,delegated_docs,SNOWBALL
41277126190b7687,projection_residual,delegated_docs_003:SNOWBALL:s47,delegated_docs,SNOWBALL
96ef90facab5a3d2,projection_residual,delegated_docs_004:FULL:s13,delegated_docs,FULL
71ef2494afbd82f4,projection_residual,delegated_docs_004:FULL:s47,delegated_docs,FULL
4088fae1ae10541b,projection_residual,delegated_docs_006:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
a379dd689d1ea900,projection_residual,delegated_docs_006:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
e96b03c83ff41a19,projection_residual,delegated_docs_006:CONCAT:s13,delegated_docs,CONCAT
bd550af8ca426808,projection_residual,delegated_docs_006:CONCAT:s47,delegated_docs,CONCAT
837d3f4c5fc27b70,projection_residual,delegated_docs_006:FULL:s13,delegated_docs,FULL
f99b293e73509216,projection_residual,delegated_docs_006:FULL:s47,delegated_docs,FULL
2392973cf69bb99d,projection_residual,delegated_docs_006:MEMORY_REVISE:s13,delegated_docs,MEMORY_REVISE
e39cd505f305b03e,projection_residual,delegated_docs_006:MEMORY_REVISE:s47,delegated_docs,MEMORY_REVISE
224e46a3fe411e40,audit_topup,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
b77e4d3858b3c1af,audit_topup,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
9730a33eac5e97ce,audit_topup,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
a54d9b13d08b9962,audit_topup,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
ad55a19e1ee0e086,audit_topup,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
23e94b98abcc879d,audit_topup,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
4688c79cb24ead4d,audit_topup,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
e50d4033c35f8345,audit_topup,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
7e5d65fea6ad51d8,audit_topup,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
48a970657f9e22c2,audit_topup,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
0c34195148e2e92e,audit_topup,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
f889b73c1e2a0a2b,audit_topup,delegated_docs_000:ADV_EFFECT:s13,delegated_docs,ADV_EFFECT
57b8ece7345b4770,audit_topup,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
e700367cff18d54e,audit_topup,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
a239aeb86c5d2e34,audit_topup,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
845e3f89fe946df2,audit_topup,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
80d2e2d6ecbaac73,audit_topup,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
5559e3a9b14375a1,audit_topup,delegated_docs_000:ADV_EFFECT:s47,delegated_docs,ADV_EFFECT
