timestamp	model	status	detail
2026-06-22T15:51:28Z	qwen3_6_35b_a3b_local	loading	waited 20s for vLLM
2026-06-22T15:51:38Z	qwen3_6_35b_a3b_local	loading	waited 30s for vLLM
2026-06-22T15:51:48Z	qwen3_6_35b_a3b_local	loading	waited 40s for vLLM
2026-06-22T15:51:58Z	qwen3_6_35b_a3b_local	loading	waited 50s for vLLM
2026-06-22T15:52:08Z	qwen3_6_35b_a3b_local	loading	waited 60s for vLLM
2026-06-22T15:52:18Z	qwen3_6_35b_a3b_local	loading	waited 70s for vLLM
2026-06-22T15:52:28Z	qwen3_6_35b_a3b_local	loading	waited 80s for vLLM
2026-06-22T15:52:38Z	qwen3_6_35b_a3b_local	loading	waited 90s for vLLM
2026-06-22T15:52:48Z	qwen3_6_35b_a3b_local	loading	waited 100s for vLLM
2026-06-22T15:52:48Z	qwen3_6_35b_a3b_local	server_ready	vLLM ready on http://localhost:8001/v1; TP=4; CUDA_VISIBLE_DEVICES=0,1,2,3
2026-06-22T15:52:48Z	qwen3_6_35b_a3b_local	endpoint_smoke	health smoke against http://localhost:8001/v1
2026-06-22T15:52:53Z	qwen3_6_35b_a3b_local	running_slice	writing 12 trajectories to effectbench_omega/outputs/smoke_mc_qwen3_6_35b_a3b_local
2026-06-22T15:53:11Z	qwen3_6_35b_a3b_local	verifying	run_online finished; running kernel/no-oracle/cost checks
2026-06-22T15:53:27Z	qwen3_6_35b_a3b_local	done	slice complete; summary effectbench_omega/jobs/local_open_smoke_mc_20260622T154845Z/summaries/qwen3_6_35b_a3b_local.json
2026-06-22T15:53:27Z	qwen3_6_35b_a3b_local	stopping_server	stopping vLLM before next model
2026-06-22T15:53:32Z	llama3_3_70b_awq_local	launching	starting vLLM with TP=4 on GPUs 0,1,2,3; log effectbench_omega/jobs/local_open_smoke_mc_20260622T154845Z/logs/llama3_3_70b_awq_local_vllm.log
2026-06-22T15:53:42Z	llama3_3_70b_awq_local	loading	waited 10s for vLLM
2026-06-22T15:53:52Z	llama3_3_70b_awq_local	loading	waited 20s for vLLM
2026-06-22T15:54:02Z	llama3_3_70b_awq_local	loading	waited 30s for vLLM
2026-06-22T15:54:12Z	llama3_3_70b_awq_local	loading	waited 40s for vLLM
2026-06-22T15:54:22Z	llama3_3_70b_awq_local	loading	waited 50s for vLLM
2026-06-22T15:54:32Z	llama3_3_70b_awq_local	loading	waited 60s for vLLM
2026-06-22T15:54:42Z	llama3_3_70b_awq_local	loading	waited 70s for vLLM
2026-06-22T15:54:52Z	llama3_3_70b_awq_local	loading	waited 80s for vLLM
2026-06-22T15:55:02Z	llama3_3_70b_awq_local	loading	waited 90s for vLLM
2026-06-22T15:55:02Z	llama3_3_70b_awq_local	server_ready	vLLM ready on http://localhost:8001/v1; TP=4; CUDA_VISIBLE_DEVICES=0,1,2,3
2026-06-22T15:55:02Z	llama3_3_70b_awq_local	endpoint_smoke	health smoke against http://localhost:8001/v1
2026-06-22T15:55:07Z	llama3_3_70b_awq_local	running_slice	writing 12 trajectories to effectbench_omega/outputs/smoke_mc_llama3_3_70b_awq_local
2026-06-22T15:56:34Z	llama3_3_70b_awq_local	verifying	run_online finished; running kernel/no-oracle/cost checks
2026-06-22T15:56:49Z	llama3_3_70b_awq_local	done	slice complete; summary effectbench_omega/jobs/local_open_smoke_mc_20260622T154845Z/summaries/llama3_3_70b_awq_local.json
2026-06-22T15:56:49Z	llama3_3_70b_awq_local	stopping_server	stopping vLLM before next model
2026-06-22T15:56:55Z	gemma3_27b_it_local	launching	starting vLLM with TP=4 on GPUs 0,1,2,3; log effectbench_omega/jobs/local_open_smoke_mc_20260622T154845Z/logs/gemma3_27b_it_local_vllm.log
2026-06-22T15:57:05Z	gemma3_27b_it_local	loading	waited 10s for vLLM
2026-06-22T15:57:15Z	gemma3_27b_it_local	loading	waited 20s for vLLM
2026-06-22T15:57:25Z	gemma3_27b_it_local	loading	waited 30s for vLLM
2026-06-22T15:57:35Z	gemma3_27b_it_local	loading	waited 40s for vLLM
2026-06-22T15:57:45Z	gemma3_27b_it_local	loading	waited 50s for vLLM
2026-06-22T15:57:55Z	gemma3_27b_it_local	loading	waited 60s for vLLM
2026-06-22T15:58:05Z	gemma3_27b_it_local	loading	waited 70s for vLLM
2026-06-22T15:58:15Z	gemma3_27b_it_local	loading	waited 80s for vLLM
2026-06-22T15:58:25Z	gemma3_27b_it_local	loading	waited 90s for vLLM
2026-06-22T15:58:35Z	gemma3_27b_it_local	loading	waited 100s for vLLM
2026-06-22T15:58:45Z	gemma3_27b_it_local	loading	waited 110s for vLLM
2026-06-22T15:58:55Z	gemma3_27b_it_local	loading	waited 120s for vLLM
2026-06-22T15:59:05Z	gemma3_27b_it_local	loading	waited 130s for vLLM
2026-06-22T15:59:05Z	gemma3_27b_it_local	server_ready	vLLM ready on http://localhost:8001/v1; TP=4; CUDA_VISIBLE_DEVICES=0,1,2,3
2026-06-22T15:59:05Z	gemma3_27b_it_local	endpoint_smoke	health smoke against http://localhost:8001/v1
2026-06-22T15:59:09Z	gemma3_27b_it_local	running_slice	writing 12 trajectories to effectbench_omega/outputs/smoke_mc_gemma3_27b_it_local
2026-06-22T15:59:41Z	gemma3_27b_it_local	verifying	run_online finished; running kernel/no-oracle/cost checks
2026-06-22T15:59:57Z	gemma3_27b_it_local	done	slice complete; summary effectbench_omega/jobs/local_open_smoke_mc_20260622T154845Z/summaries/gemma3_27b_it_local.json
2026-06-22T15:59:57Z	gemma3_27b_it_local	stopping_server	stopping vLLM before next model
2026-06-22T16:00:02Z	queue	done	all model slices complete
