family,regime,system,trajectories,raw_success,strict_excess_per_success,kernel_least_effect_success
telecom,MEMORY_REVISE,PROJ_GUARD,256,1.0,0.00390625,0.99609375
telecom,REVISE,BASE,256,1.0,0.40625,0.59375
telecom,REVISE,EFFECTGUARD,256,1.0,0.0,1.0
telecom,REVISE,PROJ_GUARD,256,1.0,0.0,1.0
telecom,SHARDED,BASE,256,1.0,0.9375,0.0625
telecom,SHARDED,EFFECTGUARD,256,1.0,0.0,1.0
telecom,SHARDED,PROJ_GUARD,256,1.0,0.0,1.0
telecom,SNOWBALL,BASE,256,1.0,0.09375,0.90625
telecom,SNOWBALL,EFFECTGUARD,256,1.0,0.0,1.0
telecom,SNOWBALL,PROJ_GUARD,256,1.0,0.0,1.0
toolsandbox_contract,ADV_EFFECT,BASE,128,1.0,0.2265625,0.7734375
toolsandbox_contract,ADV_EFFECT,EFFECTGUARD,128,1.0,0.0,1.0
toolsandbox_contract,ADV_EFFECT,PROJ_GUARD,128,1.0,0.0,1.0
toolsandbox_contract,CONCAT,BASE,128,1.0,0.671875,0.328125
toolsandbox_contract,CONCAT,EFFECTGUARD,128,1.0,0.0,1.0
toolsandbox_contract,CONCAT,PROJ_GUARD,128,1.0,0.0,1.0
toolsandbox_contract,FULL,BASE,128,1.0,0.734375,0.265625
toolsandbox_contract,FULL,EFFECTGUARD,128,1.0,0.0,1.0
toolsandbox_contract,FULL,PROJ_GUARD,128,1.0,0.0,1.0
toolsandbox_contract,MEMORY_REVISE,BASE,128,1.0,0.15625,0.84375
toolsandbox_contract,MEMORY_REVISE,EFFECTGUARD,128,1.0,0.0,1.0
toolsandbox_contract,MEMORY_REVISE,PROJ_GUARD,128,1.0,0.0,1.0
toolsandbox_contract,REVISE,BASE,128,1.0,0.21875,0.78125
toolsandbox_contract,REVISE,EFFECTGUARD,128,1.0,0.0,1.0
toolsandbox_contract,REVISE,PROJ_GUARD,128,1.0,0.0,1.0
toolsandbox_contract,SHARDED,BASE,128,1.0,0.53125,0.46875
toolsandbox_contract,SHARDED,EFFECTGUARD,128,1.0,0.0,1.0
toolsandbox_contract,SHARDED,PROJ_GUARD,128,1.0,0.0,1.0
toolsandbox_contract,SNOWBALL,BASE,128,1.0,0.0,1.0
toolsandbox_contract,SNOWBALL,EFFECTGUARD,128,1.0,0.0,1.0
toolsandbox_contract,SNOWBALL,PROJ_GUARD,128,1.0,0.0,1.0
