timestamp	model	status	detail
2026-06-25T09:41:07Z	qwen3_6_35b_a3b_local	done	slice complete; summary effectbench_omega/jobs/local_open_native_subset_v1_20260625T085816Z/summaries/qwen3_6_35b_a3b_local.json
2026-06-25T09:41:07Z	qwen3_6_35b_a3b_local	stopping_server	stopping vLLM before next model
2026-06-25T09:41:12Z	gemma3_27b_it_local	launching	starting vLLM with TP=4 on GPUs 0,1,2,3; log effectbench_omega/jobs/local_open_native_subset_v1_20260625T085816Z/logs/gemma3_27b_it_local_vllm.log
2026-06-25T09:41:22Z	gemma3_27b_it_local	loading	waited 10s for vLLM
2026-06-25T09:41:32Z	gemma3_27b_it_local	loading	waited 20s for vLLM
2026-06-25T09:41:42Z	gemma3_27b_it_local	loading	waited 30s for vLLM
2026-06-25T09:41:52Z	gemma3_27b_it_local	loading	waited 40s for vLLM
2026-06-25T09:42:02Z	gemma3_27b_it_local	loading	waited 50s for vLLM
2026-06-25T09:42:12Z	gemma3_27b_it_local	loading	waited 60s for vLLM
2026-06-25T09:42:22Z	gemma3_27b_it_local	loading	waited 70s for vLLM
2026-06-25T09:42:32Z	gemma3_27b_it_local	loading	waited 80s for vLLM
2026-06-25T09:42:42Z	gemma3_27b_it_local	loading	waited 90s for vLLM
2026-06-25T09:42:52Z	gemma3_27b_it_local	loading	waited 100s for vLLM
2026-06-25T09:43:02Z	gemma3_27b_it_local	loading	waited 110s for vLLM
2026-06-25T09:43:12Z	gemma3_27b_it_local	loading	waited 120s for vLLM
2026-06-25T09:43:22Z	gemma3_27b_it_local	loading	waited 130s for vLLM
2026-06-25T09:43:22Z	gemma3_27b_it_local	server_ready	vLLM ready on http://localhost:8001/v1; TP=4; CUDA_VISIBLE_DEVICES=0,1,2,3
2026-06-25T09:43:22Z	gemma3_27b_it_local	endpoint_smoke	health smoke against http://localhost:8001/v1
2026-06-25T09:43:30Z	gemma3_27b_it_local	running_slice	writing 1152 trajectories to effectbench_omega/outputs/native_subset_v1_gemma3_27b_it_local
2026-06-25T10:14:01Z	gemma3_27b_it_local	verifying	run_online finished; running kernel/no-oracle/cost checks
2026-06-25T10:14:38Z	gemma3_27b_it_local	done	slice complete; summary effectbench_omega/jobs/local_open_native_subset_v1_20260625T085816Z/summaries/gemma3_27b_it_local.json
2026-06-25T10:14:38Z	gemma3_27b_it_local	stopping_server	stopping vLLM before next model
2026-06-25T10:14:44Z	llama3_3_70b_awq_local	launching	starting vLLM with TP=4 on GPUs 0,1,2,3; log effectbench_omega/jobs/local_open_native_subset_v1_20260625T085816Z/logs/llama3_3_70b_awq_local_vllm.log
2026-06-25T10:14:54Z	llama3_3_70b_awq_local	loading	waited 10s for vLLM
2026-06-25T10:15:04Z	llama3_3_70b_awq_local	loading	waited 20s for vLLM
2026-06-25T10:15:14Z	llama3_3_70b_awq_local	loading	waited 30s for vLLM
2026-06-25T10:15:24Z	llama3_3_70b_awq_local	loading	waited 40s for vLLM
2026-06-25T10:15:34Z	llama3_3_70b_awq_local	loading	waited 50s for vLLM
2026-06-25T10:15:44Z	llama3_3_70b_awq_local	loading	waited 60s for vLLM
2026-06-25T10:15:54Z	llama3_3_70b_awq_local	loading	waited 70s for vLLM
2026-06-25T10:16:04Z	llama3_3_70b_awq_local	loading	waited 80s for vLLM
2026-06-25T10:16:14Z	llama3_3_70b_awq_local	loading	waited 90s for vLLM
2026-06-25T10:16:14Z	llama3_3_70b_awq_local	server_ready	vLLM ready on http://localhost:8001/v1; TP=4; CUDA_VISIBLE_DEVICES=0,1,2,3
2026-06-25T10:16:14Z	llama3_3_70b_awq_local	endpoint_smoke	health smoke against http://localhost:8001/v1
2026-06-25T10:16:22Z	llama3_3_70b_awq_local	running_slice	writing 1152 trajectories to effectbench_omega/outputs/native_subset_v1_llama3_3_70b_awq_local
2026-06-25T12:54:56Z	llama3_3_70b_awq_local	verifying	run_online finished; running kernel/no-oracle/cost checks
2026-06-25T12:55:34Z	llama3_3_70b_awq_local	done	slice complete; summary effectbench_omega/jobs/local_open_native_subset_v1_20260625T085816Z/summaries/llama3_3_70b_awq_local.json
2026-06-25T12:55:34Z	llama3_3_70b_awq_local	stopping_server	stopping vLLM before next model
2026-06-25T12:55:39Z	queue	done	all model slices complete
