timestamp	model	status	detail
2026-06-22T16:09:42Z	llama3_3_70b_awq_local	loading	waited 70s for vLLM
2026-06-22T16:09:52Z	llama3_3_70b_awq_local	loading	waited 80s for vLLM
2026-06-22T16:10:02Z	llama3_3_70b_awq_local	loading	waited 90s for vLLM
2026-06-22T16:10:02Z	llama3_3_70b_awq_local	server_ready	vLLM ready on http://localhost:8001/v1; TP=4; CUDA_VISIBLE_DEVICES=0,1,2,3
2026-06-22T16:10:02Z	llama3_3_70b_awq_local	endpoint_smoke	health smoke against http://localhost:8001/v1
2026-06-22T16:10:06Z	llama3_3_70b_awq_local	running_slice	writing 21 trajectories to effectbench_omega/outputs/smoke_mc_balanced_llama3_3_70b_awq_local
2026-06-22T16:12:42Z	llama3_3_70b_awq_local	verifying	run_online finished; running kernel/no-oracle/cost checks
2026-06-22T16:12:57Z	llama3_3_70b_awq_local	done	slice complete; summary effectbench_omega/jobs/local_open_smoke_mc_balanced_20260622T160251Z/summaries/llama3_3_70b_awq_local.json
2026-06-22T16:12:57Z	llama3_3_70b_awq_local	stopping_server	stopping vLLM before next model
2026-06-22T16:13:02Z	gemma3_27b_it_local	launching	starting vLLM with TP=4 on GPUs 0,1,2,3; log effectbench_omega/jobs/local_open_smoke_mc_balanced_20260622T160251Z/logs/gemma3_27b_it_local_vllm.log
2026-06-22T16:13:12Z	gemma3_27b_it_local	loading	waited 10s for vLLM
2026-06-22T16:13:22Z	gemma3_27b_it_local	loading	waited 20s for vLLM
2026-06-22T16:13:32Z	gemma3_27b_it_local	loading	waited 30s for vLLM
2026-06-22T16:13:42Z	gemma3_27b_it_local	loading	waited 40s for vLLM
2026-06-22T16:13:52Z	gemma3_27b_it_local	loading	waited 50s for vLLM
2026-06-22T16:14:02Z	gemma3_27b_it_local	loading	waited 60s for vLLM
2026-06-22T16:14:12Z	gemma3_27b_it_local	loading	waited 70s for vLLM
2026-06-22T16:14:22Z	gemma3_27b_it_local	loading	waited 80s for vLLM
2026-06-22T16:14:32Z	gemma3_27b_it_local	loading	waited 90s for vLLM
2026-06-22T16:14:42Z	gemma3_27b_it_local	loading	waited 100s for vLLM
2026-06-22T16:14:53Z	gemma3_27b_it_local	loading	waited 110s for vLLM
2026-06-22T16:15:03Z	gemma3_27b_it_local	loading	waited 120s for vLLM
2026-06-22T16:15:13Z	gemma3_27b_it_local	loading	waited 130s for vLLM
2026-06-22T16:15:13Z	gemma3_27b_it_local	server_ready	vLLM ready on http://localhost:8001/v1; TP=4; CUDA_VISIBLE_DEVICES=0,1,2,3
2026-06-22T16:15:13Z	gemma3_27b_it_local	endpoint_smoke	health smoke against http://localhost:8001/v1
2026-06-22T16:15:17Z	gemma3_27b_it_local	running_slice	writing 21 trajectories to effectbench_omega/outputs/smoke_mc_balanced_gemma3_27b_it_local
2026-06-22T16:16:09Z	gemma3_27b_it_local	verifying	run_online finished; running kernel/no-oracle/cost checks
2026-06-22T16:16:25Z	gemma3_27b_it_local	done	slice complete; summary effectbench_omega/jobs/local_open_smoke_mc_balanced_20260622T160251Z/summaries/gemma3_27b_it_local.json
2026-06-22T16:16:25Z	gemma3_27b_it_local	stopping_server	stopping vLLM before next model
2026-06-22T16:16:30Z	queue	done	all model slices complete
