split,role,exclusion_type,dropped_value,system,trajectories,terminal_successes,raw_success_rate,strict_excess,strict_excess_per_success,minimal,minimal_with_incomparables,kernel_successes,kernel_success_per_success,kernel_success_rate_all_trajectories
main_controlled_legacy_guards,main_gap_reference,drop_family,tau_airline,BASE,5376,5376,1.0,2989,0.5559895833333334,2165,222,2387,0.4440104166666667,0.4440104166666667
main_controlled_legacy_guards,main_gap_reference,drop_family,tau_airline,EFFECTGUARD,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
main_controlled_legacy_guards,main_gap_reference,drop_family,tau_airline,PROJ_GUARD,5376,5376,1.0,3,0.0005580357142857143,5373,0,5373,0.9994419642857143,0.9994419642857143
main_controlled_legacy_guards,main_gap_reference,drop_family,tau_retail,BASE,5376,5376,1.0,3077,0.5723586309523809,2069,230,2299,0.42764136904761907,0.42764136904761907
main_controlled_legacy_guards,main_gap_reference,drop_family,tau_retail,EFFECTGUARD,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
main_controlled_legacy_guards,main_gap_reference,drop_family,tau_retail,PROJ_GUARD,5376,5376,1.0,3,0.0005580357142857143,5373,0,5373,0.9994419642857143,0.9994419642857143
main_controlled_legacy_guards,main_gap_reference,drop_family,telecom,BASE,5376,5376,1.0,2961,0.55078125,2201,214,2415,0.44921875,0.44921875
main_controlled_legacy_guards,main_gap_reference,drop_family,telecom,EFFECTGUARD,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
main_controlled_legacy_guards,main_gap_reference,drop_family,telecom,PROJ_GUARD,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
main_controlled_legacy_guards,main_gap_reference,drop_family,toolsandbox_contract,BASE,6272,6272,1.0,3761,0.5996492346938775,2487,24,2511,0.40035076530612246,0.40035076530612246
main_controlled_legacy_guards,main_gap_reference,drop_family,toolsandbox_contract,EFFECTGUARD,6272,6272,1.0,0,0.0,6272,0,6272,1.0,1.0
main_controlled_legacy_guards,main_gap_reference,drop_family,toolsandbox_contract,PROJ_GUARD,6272,6272,1.0,3,0.00047831632653061223,6269,0,6269,0.9995216836734694,0.9995216836734694
corrected_guard_v2,corrected_online_guard,none,all,BASE,7168,7168,1.0,4086,0.5700334821428571,2852,230,3082,0.42996651785714285,0.42996651785714285
corrected_guard_v2,corrected_online_guard,none,all,EFFECTGUARD_V2,7168,7168,1.0,0,0.0,7168,0,7168,1.0,1.0
corrected_guard_v2,corrected_online_guard,none,all,PROJ_GUARD_V2,7168,7168,1.0,525,0.0732421875,6643,0,6643,0.9267578125,0.9267578125
corrected_guard_v2,corrected_online_guard,drop_model,gemma3_27b_it_local,BASE,5376,5376,1.0,3182,0.5918898809523809,2066,128,2194,0.40811011904761907,0.40811011904761907
corrected_guard_v2,corrected_online_guard,drop_model,gemma3_27b_it_local,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
corrected_guard_v2,corrected_online_guard,drop_model,gemma3_27b_it_local,PROJ_GUARD_V2,5376,5376,1.0,523,0.09728422619047619,4853,0,4853,0.9027157738095238,0.9027157738095238
corrected_guard_v2,corrected_online_guard,drop_model,llama3_3_70b_awq_local,BASE,5376,5376,1.0,2866,0.5331101190476191,2280,230,2510,0.46688988095238093,0.46688988095238093
corrected_guard_v2,corrected_online_guard,drop_model,llama3_3_70b_awq_local,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
corrected_guard_v2,corrected_online_guard,drop_model,llama3_3_70b_awq_local,PROJ_GUARD_V2,5376,5376,1.0,519,0.09654017857142858,4857,0,4857,0.9034598214285714,0.9034598214285714
corrected_guard_v2,corrected_online_guard,drop_model,mistral_small_3_2_24b_local,BASE,5376,5376,1.0,2888,0.5372023809523809,2258,230,2488,0.46279761904761907,0.46279761904761907
corrected_guard_v2,corrected_online_guard,drop_model,mistral_small_3_2_24b_local,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
corrected_guard_v2,corrected_online_guard,drop_model,mistral_small_3_2_24b_local,PROJ_GUARD_V2,5376,5376,1.0,464,0.08630952380952381,4912,0,4912,0.9136904761904762,0.9136904761904762
corrected_guard_v2,corrected_online_guard,drop_model,qwen3_6_35b_a3b_local,BASE,5376,5376,1.0,3322,0.6179315476190477,1952,102,2054,0.3820684523809524,0.3820684523809524
corrected_guard_v2,corrected_online_guard,drop_model,qwen3_6_35b_a3b_local,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
corrected_guard_v2,corrected_online_guard,drop_model,qwen3_6_35b_a3b_local,PROJ_GUARD_V2,5376,5376,1.0,69,0.012834821428571428,5307,0,5307,0.9871651785714286,0.9871651785714286
corrected_guard_v2,corrected_online_guard,drop_family,delegated_docs,BASE,6272,6272,1.0,3556,0.5669642857142857,2486,230,2716,0.4330357142857143,0.4330357142857143
corrected_guard_v2,corrected_online_guard,drop_family,delegated_docs,EFFECTGUARD_V2,6272,6272,1.0,0,0.0,6272,0,6272,1.0,1.0
corrected_guard_v2,corrected_online_guard,drop_family,delegated_docs,PROJ_GUARD_V2,6272,6272,1.0,416,0.0663265306122449,5856,0,5856,0.9336734693877551,0.9336734693877551
corrected_guard_v2,corrected_online_guard,drop_family,tau_airline,BASE,5376,5376,1.0,2989,0.5559895833333334,2165,222,2387,0.4440104166666667,0.4440104166666667
corrected_guard_v2,corrected_online_guard,drop_family,tau_airline,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
corrected_guard_v2,corrected_online_guard,drop_family,tau_airline,PROJ_GUARD_V2,5376,5376,1.0,359,0.06677827380952381,5017,0,5017,0.9332217261904762,0.9332217261904762
corrected_guard_v2,corrected_online_guard,drop_family,tau_retail,BASE,5376,5376,1.0,3077,0.5723586309523809,2069,230,2299,0.42764136904761907,0.42764136904761907
corrected_guard_v2,corrected_online_guard,drop_family,tau_retail,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
corrected_guard_v2,corrected_online_guard,drop_family,tau_retail,PROJ_GUARD_V2,5376,5376,1.0,437,0.08128720238095238,4939,0,4939,0.9187127976190477,0.9187127976190477
corrected_guard_v2,corrected_online_guard,drop_family,telecom,BASE,5376,5376,1.0,2961,0.55078125,2201,214,2415,0.44921875,0.44921875
corrected_guard_v2,corrected_online_guard,drop_family,telecom,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
corrected_guard_v2,corrected_online_guard,drop_family,telecom,PROJ_GUARD_V2,5376,5376,1.0,363,0.06752232142857142,5013,0,5013,0.9324776785714286,0.9324776785714286
corrected_guard_v2,corrected_online_guard,drop_family,toolsandbox_contract,BASE,6272,6272,1.0,3761,0.5996492346938775,2487,24,2511,0.40035076530612246,0.40035076530612246
corrected_guard_v2,corrected_online_guard,drop_family,toolsandbox_contract,EFFECTGUARD_V2,6272,6272,1.0,0,0.0,6272,0,6272,1.0,1.0
corrected_guard_v2,corrected_online_guard,drop_family,toolsandbox_contract,PROJ_GUARD_V2,6272,6272,1.0,525,0.08370535714285714,5747,0,5747,0.9162946428571429,0.9162946428571429
shared_proposal_v2,paired_proposal_control,none,all,BASE,7168,7168,1.0,4086,0.5700334821428571,2852,230,3082,0.42996651785714285,0.42996651785714285
shared_proposal_v2,paired_proposal_control,none,all,EFFECTGUARD_V2,7168,7168,1.0,0,0.0,7168,0,7168,1.0,1.0
shared_proposal_v2,paired_proposal_control,none,all,PROJ_GUARD_V2,7168,7168,1.0,657,0.09165736607142858,6511,0,6511,0.9083426339285714,0.9083426339285714
shared_proposal_v2,paired_proposal_control,drop_model,gemma3_27b_it_local,BASE,5376,5376,1.0,3182,0.5918898809523809,2066,128,2194,0.40811011904761907,0.40811011904761907
shared_proposal_v2,paired_proposal_control,drop_model,gemma3_27b_it_local,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
shared_proposal_v2,paired_proposal_control,drop_model,gemma3_27b_it_local,PROJ_GUARD_V2,5376,5376,1.0,657,0.12220982142857142,4719,0,4719,0.8777901785714286,0.8777901785714286
shared_proposal_v2,paired_proposal_control,drop_model,llama3_3_70b_awq_local,BASE,5376,5376,1.0,2866,0.5331101190476191,2280,230,2510,0.46688988095238093,0.46688988095238093
shared_proposal_v2,paired_proposal_control,drop_model,llama3_3_70b_awq_local,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
shared_proposal_v2,paired_proposal_control,drop_model,llama3_3_70b_awq_local,PROJ_GUARD_V2,5376,5376,1.0,651,0.12109375,4725,0,4725,0.87890625,0.87890625
shared_proposal_v2,paired_proposal_control,drop_model,mistral_small_3_2_24b_local,BASE,5376,5376,1.0,2888,0.5372023809523809,2258,230,2488,0.46279761904761907,0.46279761904761907
shared_proposal_v2,paired_proposal_control,drop_model,mistral_small_3_2_24b_local,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
shared_proposal_v2,paired_proposal_control,drop_model,mistral_small_3_2_24b_local,PROJ_GUARD_V2,5376,5376,1.0,592,0.11011904761904762,4784,0,4784,0.8898809523809523,0.8898809523809523
shared_proposal_v2,paired_proposal_control,drop_model,qwen3_6_35b_a3b_local,BASE,5376,5376,1.0,3322,0.6179315476190477,1952,102,2054,0.3820684523809524,0.3820684523809524
shared_proposal_v2,paired_proposal_control,drop_model,qwen3_6_35b_a3b_local,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
shared_proposal_v2,paired_proposal_control,drop_model,qwen3_6_35b_a3b_local,PROJ_GUARD_V2,5376,5376,1.0,71,0.013206845238095238,5305,0,5305,0.9867931547619048,0.9867931547619048
shared_proposal_v2,paired_proposal_control,drop_family,delegated_docs,BASE,6272,6272,1.0,3556,0.5669642857142857,2486,230,2716,0.4330357142857143,0.4330357142857143
shared_proposal_v2,paired_proposal_control,drop_family,delegated_docs,EFFECTGUARD_V2,6272,6272,1.0,0,0.0,6272,0,6272,1.0,1.0
shared_proposal_v2,paired_proposal_control,drop_family,delegated_docs,PROJ_GUARD_V2,6272,6272,1.0,514,0.0819515306122449,5758,0,5758,0.9180484693877551,0.9180484693877551
shared_proposal_v2,paired_proposal_control,drop_family,tau_airline,BASE,5376,5376,1.0,2989,0.5559895833333334,2165,222,2387,0.4440104166666667,0.4440104166666667
shared_proposal_v2,paired_proposal_control,drop_family,tau_airline,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
shared_proposal_v2,paired_proposal_control,drop_family,tau_airline,PROJ_GUARD_V2,5376,5376,1.0,469,0.08723958333333333,4907,0,4907,0.9127604166666666,0.9127604166666666
shared_proposal_v2,paired_proposal_control,drop_family,tau_retail,BASE,5376,5376,1.0,3077,0.5723586309523809,2069,230,2299,0.42764136904761907,0.42764136904761907
shared_proposal_v2,paired_proposal_control,drop_family,tau_retail,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
shared_proposal_v2,paired_proposal_control,drop_family,tau_retail,PROJ_GUARD_V2,5376,5376,1.0,549,0.10212053571428571,4827,0,4827,0.8978794642857143,0.8978794642857143
shared_proposal_v2,paired_proposal_control,drop_family,telecom,BASE,5376,5376,1.0,2961,0.55078125,2201,214,2415,0.44921875,0.44921875
shared_proposal_v2,paired_proposal_control,drop_family,telecom,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
shared_proposal_v2,paired_proposal_control,drop_family,telecom,PROJ_GUARD_V2,5376,5376,1.0,439,0.08165922619047619,4937,0,4937,0.9183407738095238,0.9183407738095238
shared_proposal_v2,paired_proposal_control,drop_family,toolsandbox_contract,BASE,6272,6272,1.0,3761,0.5996492346938775,2487,24,2511,0.40035076530612246,0.40035076530612246
shared_proposal_v2,paired_proposal_control,drop_family,toolsandbox_contract,EFFECTGUARD_V2,6272,6272,1.0,0,0.0,6272,0,6272,1.0,1.0
shared_proposal_v2,paired_proposal_control,drop_family,toolsandbox_contract,PROJ_GUARD_V2,6272,6272,1.0,657,0.10475127551020408,5615,0,5615,0.8952487244897959,0.8952487244897959
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,none,all,BASE,7168,7168,1.0,4029,0.5620814732142857,2899,240,3139,0.4379185267857143,0.4379185267857143
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,none,all,EFFECTGUARD_V2,7168,7168,1.0,0,0.0,7168,0,7168,1.0,1.0
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,none,all,PROJ_GUARD_V2,7168,7168,1.0,609,0.0849609375,6559,0,6559,0.9150390625,0.9150390625
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_model,gemma3_27b_it_local,BASE,5376,5376,1.0,3117,0.5797991071428571,2121,138,2259,0.42020089285714285,0.42020089285714285
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_model,gemma3_27b_it_local,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_model,gemma3_27b_it_local,PROJ_GUARD_V2,5376,5376,1.0,609,0.11328125,4767,0,4767,0.88671875,0.88671875
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_model,llama3_3_70b_awq_local,BASE,5376,5376,1.0,2777,0.5165550595238095,2359,240,2599,0.48344494047619047,0.48344494047619047
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_model,llama3_3_70b_awq_local,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_model,llama3_3_70b_awq_local,PROJ_GUARD_V2,5376,5376,1.0,605,0.11253720238095238,4771,0,4771,0.8874627976190477,0.8874627976190477
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_model,mistral_small_3_2_24b_local,BASE,5376,5376,1.0,2856,0.53125,2280,240,2520,0.46875,0.46875
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_model,mistral_small_3_2_24b_local,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_model,mistral_small_3_2_24b_local,PROJ_GUARD_V2,5376,5376,1.0,558,0.10379464285714286,4818,0,4818,0.8962053571428571,0.8962053571428571
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_model,qwen3_6_35b_a3b_local,BASE,5376,5376,1.0,3337,0.6207217261904762,1937,102,2039,0.37927827380952384,0.37927827380952384
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_model,qwen3_6_35b_a3b_local,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_model,qwen3_6_35b_a3b_local,PROJ_GUARD_V2,5376,5376,1.0,55,0.010230654761904762,5321,0,5321,0.9897693452380952,0.9897693452380952
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,delegated_docs,BASE,6272,6272,1.0,3502,0.5583545918367347,2532,238,2770,0.4416454081632653,0.4416454081632653
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,delegated_docs,EFFECTGUARD_V2,6272,6272,1.0,0,0.0,6272,0,6272,1.0,1.0
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,delegated_docs,PROJ_GUARD_V2,6272,6272,1.0,482,0.07684948979591837,5790,0,5790,0.9231505102040817,0.9231505102040817
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,tau_airline,BASE,5376,5376,1.0,2892,0.5379464285714286,2256,228,2484,0.46205357142857145,0.46205357142857145
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,tau_airline,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,tau_airline,PROJ_GUARD_V2,5376,5376,1.0,393,0.07310267857142858,4983,0,4983,0.9268973214285714,0.9268973214285714
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,tau_retail,BASE,5376,5376,1.0,3040,0.5654761904761905,2096,240,2336,0.43452380952380953,0.43452380952380953
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,tau_retail,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,tau_retail,PROJ_GUARD_V2,5376,5376,1.0,519,0.09654017857142858,4857,0,4857,0.9034598214285714,0.9034598214285714
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,telecom,BASE,5376,5376,1.0,2975,0.5533854166666666,2167,234,2401,0.4466145833333333,0.4466145833333333
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,telecom,EFFECTGUARD_V2,5376,5376,1.0,0,0.0,5376,0,5376,1.0,1.0
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,telecom,PROJ_GUARD_V2,5376,5376,1.0,433,0.08054315476190477,4943,0,4943,0.9194568452380952,0.9194568452380952
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,toolsandbox_contract,BASE,6272,6272,1.0,3707,0.5910395408163265,2545,20,2565,0.40896045918367346,0.40896045918367346
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,toolsandbox_contract,EFFECTGUARD_V2,6272,6272,1.0,0,0.0,6272,0,6272,1.0,1.0
shared_proposal_v3_nosystem,paired_proposal_control_fresh_no_system_prompt,drop_family,toolsandbox_contract,PROJ_GUARD_V2,6272,6272,1.0,609,0.09709821428571429,5663,0,5663,0.9029017857142857,0.9029017857142857
native_validation,native_validation,none,all,BASE,1536,1253,0.8157552083333334,848,0.6767757382282522,405,0,405,0.3232242617717478,0.263671875
native_validation,native_validation,none,all,EFFECTGUARD_V2,1536,1536,1.0,0,0.0,1536,0,1536,1.0,1.0
native_validation,native_validation,none,all,PROJ_GUARD_V2,1536,1428,0.9296875,0,0.0,1428,0,1428,1.0,0.9296875
native_validation,native_validation,drop_model,gemma3_27b_it_local,BASE,1152,930,0.8072916666666666,605,0.6505376344086021,325,0,325,0.34946236559139787,0.2821180555555556
native_validation,native_validation,drop_model,gemma3_27b_it_local,EFFECTGUARD_V2,1152,1152,1.0,0,0.0,1152,0,1152,1.0,1.0
native_validation,native_validation,drop_model,gemma3_27b_it_local,PROJ_GUARD_V2,1152,1044,0.90625,0,0.0,1044,0,1044,1.0,0.90625
native_validation,native_validation,drop_model,llama3_3_70b_awq_local,BASE,1152,869,0.7543402777777778,538,0.619102416570771,331,0,331,0.380897583429229,0.2873263888888889
native_validation,native_validation,drop_model,llama3_3_70b_awq_local,EFFECTGUARD_V2,1152,1152,1.0,0,0.0,1152,0,1152,1.0,1.0
native_validation,native_validation,drop_model,llama3_3_70b_awq_local,PROJ_GUARD_V2,1152,1044,0.90625,0,0.0,1044,0,1044,1.0,0.90625
native_validation,native_validation,drop_model,mistral_small_3_2_24b_local,BASE,1152,869,0.7543402777777778,575,0.6616800920598389,294,0,294,0.3383199079401611,0.2552083333333333
native_validation,native_validation,drop_model,mistral_small_3_2_24b_local,EFFECTGUARD_V2,1152,1152,1.0,0,0.0,1152,0,1152,1.0,1.0
native_validation,native_validation,drop_model,mistral_small_3_2_24b_local,PROJ_GUARD_V2,1152,1044,0.90625,0,0.0,1044,0,1044,1.0,0.90625
native_validation,native_validation,drop_model,qwen3_6_35b_a3b_local,BASE,1152,1091,0.9470486111111112,826,0.7571035747021082,265,0,265,0.24289642529789185,0.2300347222222222
native_validation,native_validation,drop_model,qwen3_6_35b_a3b_local,EFFECTGUARD_V2,1152,1152,1.0,0,0.0,1152,0,1152,1.0,1.0
native_validation,native_validation,drop_model,qwen3_6_35b_a3b_local,PROJ_GUARD_V2,1152,1152,1.0,0,0.0,1152,0,1152,1.0,1.0
native_validation,native_validation,drop_family,tau2_telecom_native,BASE,1280,1037,0.81015625,690,0.665380906460945,347,0,347,0.33461909353905495,0.27109375
native_validation,native_validation,drop_family,tau2_telecom_native,EFFECTGUARD_V2,1280,1280,1.0,0,0.0,1280,0,1280,1.0,1.0
native_validation,native_validation,drop_family,tau2_telecom_native,PROJ_GUARD_V2,1280,1206,0.9421875,0,0.0,1206,0,1206,1.0,0.9421875
native_validation,native_validation,drop_family,tau_airline_native,BASE,1024,809,0.7900390625,534,0.6600741656365884,275,0,275,0.3399258343634116,0.2685546875
native_validation,native_validation,drop_family,tau_airline_native,EFFECTGUARD_V2,1024,1024,1.0,0,0.0,1024,0,1024,1.0,1.0
native_validation,native_validation,drop_family,tau_airline_native,PROJ_GUARD_V2,1024,964,0.94140625,0,0.0,964,0,964,1.0,0.94140625
native_validation,native_validation,drop_family,tau_retail_native,BASE,1024,793,0.7744140625,551,0.694829760403531,242,0,242,0.3051702395964691,0.236328125
native_validation,native_validation,drop_family,tau_retail_native,EFFECTGUARD_V2,1024,1024,1.0,0,0.0,1024,0,1024,1.0,1.0
native_validation,native_validation,drop_family,tau_retail_native,PROJ_GUARD_V2,1024,942,0.919921875,0,0.0,942,0,942,1.0,0.919921875
native_validation,native_validation,drop_family,toolsandbox_contract_native,BASE,1280,1120,0.875,769,0.6866071428571429,351,0,351,0.31339285714285714,0.27421875
native_validation,native_validation,drop_family,toolsandbox_contract_native,EFFECTGUARD_V2,1280,1280,1.0,0,0.0,1280,0,1280,1.0,1.0
native_validation,native_validation,drop_family,toolsandbox_contract_native,PROJ_GUARD_V2,1280,1172,0.915625,0,0.0,1172,0,1172,1.0,0.915625
