claim_id,value,source,status,notes
proj_guard_v2_kernel_success,1.0,effectbench_omega/outputs/native_subset_v1_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
base_raw_minus_kernel_success_gap,0.6767757382282522,effectbench_omega/outputs/native_subset_v1_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
base_strict_minus_proj_guard_v2_strict,0.6767757382282522,effectbench_omega/outputs/native_subset_v1_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
proj_guard_v2_strict_minus_effectguard_v2_strict,0.0,effectbench_omega/outputs/native_subset_v1_all_local/kernel_canonical/certificates_enumerated.parquet,computed,"Tiny difference; use as tie/near-tie evidence, not a strong superiority claim."
effectguard_v2_kernel_minus_base_kernel,0.6767757382282522,effectbench_omega/outputs/native_subset_v1_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
effectguard_v2_raw_minus_base_raw,0.0,effectbench_omega/outputs/native_subset_v1_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
projection_final_state_accepted_success_rate,1.0,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_final_state_residual_strict_rate,0.2010908228598529,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_final_state_false_denial,0.0,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_core_dfa_accepted_success_rate,1.0,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_core_dfa_residual_strict_rate,0.2010908228598529,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_core_dfa_false_denial,0.0,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_miniscope_permission_accepted_success_rate,1.0,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_miniscope_permission_residual_strict_rate,0.2010908228598529,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_miniscope_permission_false_denial,0.0,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_contract_menu_cmtf_accepted_success_rate,1.0,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_contract_menu_cmtf_residual_strict_rate,0.2010908228598529,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_contract_menu_cmtf_false_denial,0.0,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_revisability_accepted_success_rate,1.0,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_revisability_residual_strict_rate,0.2010908228598529,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_revisability_false_denial,0.0,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_modernstack_projection_accepted_success_rate,1.0,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_modernstack_projection_residual_strict_rate,0.2010908228598529,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_modernstack_projection_false_denial,0.0,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_kernel_full_accepted_success_rate,0.798909177140147,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_kernel_full_residual_strict_rate,0.0,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
projection_kernel_full_false_denial,0.2010908228598529,effectbench_omega/tables/projection_loss_native_subset_v1_all_local_canonical.csv,computed,
local_request_count,4608.0,effectbench_omega/outputs/native_subset_v1_all_local/api_logs.jsonl,computed,
local_total_cost_usd,0.0,effectbench_omega/outputs/native_subset_v1_all_local/api_logs.jsonl,computed,
unpriced_bedrock_request_count,0.0,effectbench_omega/outputs/native_subset_v1_all_local/api_logs.jsonl,computed,
