claim_id,value,source,status,notes
projection_core_dfa_false_denial,0.0,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_miniscope_permission_accepted_success_rate,0.9407552083333334,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_miniscope_permission_residual_strict_rate,0.166584280771132,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_miniscope_permission_false_denial,0.0592447916666666,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_contract_menu_cmtf_accepted_success_rate,0.9246651785714286,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_contract_menu_cmtf_residual_strict_rate,0.1698853349426674,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_contract_menu_cmtf_false_denial,0.0753348214285714,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_revisability_accepted_success_rate,0.9407552083333334,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_revisability_residual_strict_rate,0.166584280771132,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_revisability_false_denial,0.0592447916666666,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_modernstack_projection_accepted_success_rate,0.9018787202380952,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_modernstack_projection_residual_strict_rate,0.1706713416520573,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_modernstack_projection_false_denial,0.0981212797619047,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_kernel_full_accepted_success_rate,0.7843191964285714,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_kernel_full_residual_strict_rate,0.0,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
projection_kernel_full_false_denial,0.2156808035714285,effectbench_omega/tables/projection_loss_shared_proposal_v3_nosystem_all_local_canonical.csv,computed,
local_request_count,21504.0,effectbench_omega/outputs/shared_proposal_v3_nosystem_all_local/api_logs.jsonl,computed,
local_total_cost_usd,0.0,effectbench_omega/outputs/shared_proposal_v3_nosystem_all_local/api_logs.jsonl,computed,
unpriced_bedrock_request_count,0.0,effectbench_omega/outputs/shared_proposal_v3_nosystem_all_local/api_logs.jsonl,computed,
