claim_id,value,source,status,notes
projection_contract_menu_cmtf_false_denial,0.375,effectbench_omega/tables/projection_loss_stage3_stress_all_local_canonical.csv,computed,
projection_revisability_accepted_success_rate,0.197265625,effectbench_omega/tables/projection_loss_stage3_stress_all_local_canonical.csv,computed,
projection_revisability_residual_strict_rate,0.0,effectbench_omega/tables/projection_loss_stage3_stress_all_local_canonical.csv,computed,
projection_revisability_false_denial,0.802734375,effectbench_omega/tables/projection_loss_stage3_stress_all_local_canonical.csv,computed,
projection_modernstack_projection_accepted_success_rate,0.197265625,effectbench_omega/tables/projection_loss_stage3_stress_all_local_canonical.csv,computed,
projection_modernstack_projection_residual_strict_rate,0.0,effectbench_omega/tables/projection_loss_stage3_stress_all_local_canonical.csv,computed,
projection_modernstack_projection_false_denial,0.802734375,effectbench_omega/tables/projection_loss_stage3_stress_all_local_canonical.csv,computed,
projection_kernel_full_accepted_success_rate,1.0,effectbench_omega/tables/projection_loss_stage3_stress_all_local_canonical.csv,computed,
projection_kernel_full_residual_strict_rate,0.0,effectbench_omega/tables/projection_loss_stage3_stress_all_local_canonical.csv,computed,
projection_kernel_full_false_denial,0.0,effectbench_omega/tables/projection_loss_stage3_stress_all_local_canonical.csv,computed,
local_request_count,3072.0,effectbench_omega/outputs/stage3_stress_all_local/api_logs.jsonl,computed,
local_total_cost_usd,0.0,effectbench_omega/outputs/stage3_stress_all_local/api_logs.jsonl,computed,
unpriced_bedrock_request_count,0.0,effectbench_omega/outputs/stage3_stress_all_local/api_logs.jsonl,computed,
