family,regime,system,trajectories,raw_success,strict_excess_per_success,kernel_least_effect_success
tau_airline,MEMORY_REVISE,PROJ_GUARD_V2,256,1.0,0.234375,0.765625
tau_airline,REVISE,BASE,256,1.0,0.46875,0.53125
tau_airline,REVISE,EFFECTGUARD_V2,256,1.0,0.0,1.0
tau_airline,REVISE,PROJ_GUARD_V2,256,1.0,0.1484375,0.8515625
tau_airline,SHARDED,BASE,256,1.0,0.9296875,0.0703125
tau_airline,SHARDED,EFFECTGUARD_V2,256,1.0,0.0,1.0
tau_airline,SHARDED,PROJ_GUARD_V2,256,1.0,0.1328125,0.8671875
tau_airline,SNOWBALL,BASE,256,1.0,0.03515625,0.96484375
tau_airline,SNOWBALL,EFFECTGUARD_V2,256,1.0,0.0,1.0
tau_airline,SNOWBALL,PROJ_GUARD_V2,256,1.0,0.0,1.0
tau_retail,ADV_EFFECT,BASE,256,1.0,0.72265625,0.27734375
tau_retail,ADV_EFFECT,EFFECTGUARD_V2,256,1.0,0.0,1.0
tau_retail,ADV_EFFECT,PROJ_GUARD_V2,256,1.0,0.0,1.0
tau_retail,CONCAT,BASE,256,1.0,0.7890625,0.2109375
tau_retail,CONCAT,EFFECTGUARD_V2,256,1.0,0.0,1.0
tau_retail,CONCAT,PROJ_GUARD_V2,256,1.0,0.0390625,0.9609375
tau_retail,FULL,BASE,256,1.0,0.84375,0.15625
tau_retail,FULL,EFFECTGUARD_V2,256,1.0,0.0,1.0
tau_retail,FULL,PROJ_GUARD_V2,256,1.0,0.1171875,0.8828125
tau_retail,MEMORY_REVISE,BASE,256,1.0,0.234375,0.765625
tau_retail,MEMORY_REVISE,EFFECTGUARD_V2,256,1.0,0.0,1.0
tau_retail,MEMORY_REVISE,PROJ_GUARD_V2,256,1.0,0.140625,0.859375
tau_retail,REVISE,BASE,256,1.0,0.4765625,0.5234375
tau_retail,REVISE,EFFECTGUARD_V2,256,1.0,0.0,1.0
tau_retail,REVISE,PROJ_GUARD_V2,256,1.0,0.046875,0.953125
tau_retail,SHARDED,BASE,256,1.0,0.7578125,0.2421875
tau_retail,SHARDED,EFFECTGUARD_V2,256,1.0,0.0,1.0
tau_retail,SHARDED,PROJ_GUARD_V2,256,1.0,0.0078125,0.9921875
tau_retail,SNOWBALL,BASE,256,1.0,0.0390625,0.9609375
tau_retail,SNOWBALL,EFFECTGUARD_V2,256,1.0,0.0,1.0
tau_retail,SNOWBALL,PROJ_GUARD_V2,256,1.0,0.0,1.0
telecom,ADV_EFFECT,BASE,256,1.0,0.734375,0.265625
telecom,ADV_EFFECT,EFFECTGUARD_V2,256,1.0,0.0,1.0
telecom,ADV_EFFECT,PROJ_GUARD_V2,256,1.0,0.0078125,0.9921875
telecom,CONCAT,BASE,256,1.0,0.78125,0.21875
telecom,CONCAT,EFFECTGUARD_V2,256,1.0,0.0,1.0
telecom,CONCAT,PROJ_GUARD_V2,256,1.0,0.03125,0.96875
telecom,FULL,BASE,256,1.0,1.0,0.0
telecom,FULL,EFFECTGUARD_V2,256,1.0,0.0,1.0
telecom,FULL,PROJ_GUARD_V2,256,1.0,0.2421875,0.7578125
telecom,MEMORY_REVISE,BASE,256,1.0,0.28125,0.71875
telecom,MEMORY_REVISE,EFFECTGUARD_V2,256,1.0,0.0,1.0
telecom,MEMORY_REVISE,PROJ_GUARD_V2,256,1.0,0.1953125,0.8046875
telecom,REVISE,BASE,256,1.0,0.390625,0.609375
telecom,REVISE,EFFECTGUARD_V2,256,1.0,0.0,1.0
telecom,REVISE,PROJ_GUARD_V2,256,1.0,0.125,0.875
telecom,SHARDED,BASE,256,1.0,0.875,0.125
telecom,SHARDED,EFFECTGUARD_V2,256,1.0,0.0,1.0
telecom,SHARDED,PROJ_GUARD_V2,256,1.0,0.078125,0.921875
telecom,SNOWBALL,BASE,256,1.0,0.0546875,0.9453125
telecom,SNOWBALL,EFFECTGUARD_V2,256,1.0,0.0,1.0
telecom,SNOWBALL,PROJ_GUARD_V2,256,1.0,0.0078125,0.9921875
toolsandbox_contract,ADV_EFFECT,BASE,128,1.0,0.265625,0.734375
toolsandbox_contract,ADV_EFFECT,EFFECTGUARD_V2,128,1.0,0.0,1.0
toolsandbox_contract,ADV_EFFECT,PROJ_GUARD_V2,128,1.0,0.0,1.0
toolsandbox_contract,CONCAT,BASE,128,1.0,0.703125,0.296875
toolsandbox_contract,CONCAT,EFFECTGUARD_V2,128,1.0,0.0,1.0
toolsandbox_contract,CONCAT,PROJ_GUARD_V2,128,1.0,0.0,1.0
toolsandbox_contract,FULL,BASE,128,1.0,0.6796875,0.3203125
toolsandbox_contract,FULL,EFFECTGUARD_V2,128,1.0,0.0,1.0
toolsandbox_contract,FULL,PROJ_GUARD_V2,128,1.0,0.0,1.0
toolsandbox_contract,MEMORY_REVISE,BASE,128,1.0,0.015625,0.984375
toolsandbox_contract,MEMORY_REVISE,EFFECTGUARD_V2,128,1.0,0.0,1.0
toolsandbox_contract,MEMORY_REVISE,PROJ_GUARD_V2,128,1.0,0.0,1.0
toolsandbox_contract,REVISE,BASE,128,1.0,0.21875,0.78125
toolsandbox_contract,REVISE,EFFECTGUARD_V2,128,1.0,0.0,1.0
toolsandbox_contract,REVISE,PROJ_GUARD_V2,128,1.0,0.0,1.0
toolsandbox_contract,SHARDED,BASE,128,1.0,0.6328125,0.3671875
toolsandbox_contract,SHARDED,EFFECTGUARD_V2,128,1.0,0.0,1.0
toolsandbox_contract,SHARDED,PROJ_GUARD_V2,128,1.0,0.0,1.0
toolsandbox_contract,SNOWBALL,BASE,128,1.0,0.0,1.0
toolsandbox_contract,SNOWBALL,EFFECTGUARD_V2,128,1.0,0.0,1.0
toolsandbox_contract,SNOWBALL,PROJ_GUARD_V2,128,1.0,0.0,1.0
